nombre;calle;numero;localidad;partido;provincia;codpostal;delegacion;sede;reunion;creacion;socios;vencim;barrio;f_inscripc;desde;hasta
FED REG SUDESTE DE LA PROV DE BS AS DE ENT JPYR;4 DE ABRIL;976;TANDIL;GRAL PUEYRRE;2;7000;99;0;;24-jul-83;24;30-Dec-90;;23-may-90;  -   -;30-Dec-90
C JYP DE LA LOCALIDAD DE GARDEY;CALLE 15 S/N;;GARDEY;TANDIL;2;7003;99;0;;21-Aug-93;59;30-sep-95;;26-nov-93;01-oct-94;30-sep-95
C JYP NUEVA ESPERANZA;VIEYTES E INDEPENDEN;;LOS TRONCOS D;TIGRE;2;1648;99;0;;11-nov-93;93;11-nov-95;;22-Apr-94;11-nov-93;11-nov-95
C JPY 3ø EDAD NUEVA ESPERANZA IV RECONQUISTA;ALVEAR;3454;DON TORCUATO;TIGRE;2;1611;99;5;JUEVES DE 15.00 HS.;13-sep-95;50;13-sep-99;;31-jul-96;14-sep-97;13-sep-99
C JYP Y 3øEDAD NUEVA ESPERANZA VILLA ALVEAR;ITUZAINGO;1448;DON TORCUATO;DON TORCUATO;2;1164;99;5;800317;22-sep-95;120;20-oct-03;;05-feb-97;20-Jan-06;20-Jan-08
EL HOGAR DE LOS ABUELOS GRAL BELGRANO;BME MITRE;2173;DON TORCUATO;TIGRE;2;1611;99;0;;17-may-83;160;31-may-91;;21-sep-84;  -   -;31-may-91
AGRUP JYP PEDRO N ARATA;ITUZAINGO;1340;DON TORCUATO;TIGRE;2;1611;99;0;;27-Aug-87;50;31-Aug-89;;04-Jan-89;  -   -;31-Aug-89
C JYP EL RENACER DEL ZORZAL;GRAL ESPEJO;1179;GRAL PACHECO;TIGRE;2;1617;99;6;;05-sep-97;0;  -   -;;18-jun-98;18-jun-98;04-may-99
C JYP EL RENACER DEL ZORZAL;GRAL ESPEJO;1179;GRAL PACHECO;TIGRE;2;1617;99;6;;05-sep-97;0;  -   -;;18-jun-98;05-sep-97;04-sep-99
C JP Y PERSONAS DE LA 3ø EDAD MANOS AMIGAS;AV.LA PALOMA Y PERU;;EL TALAR;TIGRE;2;1618;99;1;LU-MI-SA 14 A 18 HS.;19-nov-93;200;18-nov-98;;01-mar-95;19-nov-96;18-nov-98
ASOC C JYP FERROV Y DEMAS LEYES PREV EL TALAR DE TIGRE;AVELLANEDA;2417;EL TALAR;TIGRE;2;1617;99;0;CD ULT SAB DE C/MES;14-Apr-85;100;31-mar-93;;06-feb-86;  -   -;31-mar-93
C RECREATIVO LOS ABUELOS;SARGENTO CABRAL;864;TRENQ LAUQUEN;TRENQ LAUQUE;2;6400;99;2;MENSUAL;18-oct-84;294;21-may-99;;19-Jan-93;21-may-97;21-may-99
ASOC DE EDUCADORES JYR DE LA PCIA BS AS;SARMIENTO;2706;CASEROS;3 DE FEBRERO;2;1678;99;0;;08-Aug-89;110;26-oct-96;;29-may-89;26-oct-94;26-oct-96
C JUB CRISTIANO BET-EL;AV MILITAR;3560;CIUDADELA;3 DE FEBRERO;2;1702;99;0;;16-jul-93;0;16-jul-94;;20-oct-93;16-jul-93;16-jul-94
C AMOR Y AMISTAD;AV. CHURRUCA;10675;LOMA HERMOSA;TRES DE FEBRERO;2;1657;99;9;810082;12-jul-93;22;27-mar-99;;02-may-94;28-mar-97;27-mar-99
"C JYP EX COMBATIENTES DE MALVINAS "" LISTOS PARA SERVIR""";MENDOZA;6677;LOMA HERMOSA;SAN MARTIN;2;1657;99;1;809009;06-feb-00;100;04-jul-07;;28-jun-00;25-may-07;25-may-09
C JYP GOBERNADOR UGARTE;PLANTA URBANA S/N;;GDOR UGARTE;25 DE MAYO;2;6621;99;1;3000043;16-mar-93;95;31-Jan-03;;07-jul-93;12-Apr-03;12-Apr-05
C JYP VIDA Y ESPERANZA;NECOCHEA;1104;VILLA MARTELL;VICENTE LOPE;2;1603;99;0;;02-Apr-93;35;01-Apr-94;;27-may-93;02-Apr-93;01-Apr-94
C JUB LA ESPERANZA BERAZATEGUI;CAMINO GRAL BELGRANO;;G E HUDSON;BERAZATEGUI;2;1884;99;0;;17-Apr-91;106;17-Apr-93;;21-jul-92;  -   -;17-Apr-93
ASOC JUB DE LAS TONINAS;CALLE 23 E/38 Y 40;1766;LAS TONINAS;MUN URB COST;2;7106;99;0;2ø Y 4ø SABADO;03-Aug-90;104;14-mar-99;;27-nov-90;15-mar-97;14-mar-99
C JYP DEL PARTIDO DE LA COSTA;MOISES LEBENSHON;45;MAR DE AJO;MUNIC URB CO;2;7109;99;0;;02-Aug-75;686;30-jun-90;;30-Dec-85;  -   -;30-jun-90
C JUB CASA DEL ABUELO GRAL SAN MARTIN;AV 6 Y PASEO 106 S/N;;VILLA GESELL;URBANO DE LA;2;7165;99;0;MENSUAL;28-jun-93;98;29-jun-98;;28-jul-93;30-jun-97;29-jun-98
C DEP JYP DE ANDALGALA;PEREZ ZURITA Y SAN MARTI;0;ANDALGALA;ANDALGALA;3;4740;99;0;;17-mar-84;100;31-mar-87;;31-Dec-84;  -   -;31-mar-87
ASOC DOC JYP ANDALGALENSES CONGRESAL ACEVEDO;BELGRANO;1461;ANDALGALA;ANDALGALA;3;4740;99;0;;27-nov-81;67;15-Dec-93;;08-Apr-85;15-Dec-90;15-Dec-93
C JYP DEL DISTRITO CHOYA;;;ANDALGALA;ANDALGALA;3;4740;99;0;;04-sep-93;33;04-sep-94;;18-mar-94;04-sep-93;04-sep-94
C JYP SANTA LUCIA DEL POTRERO;;;EL POTRERO;ANDALGALA;3;4741;99;0;;09-Aug-93;25;09-Aug-94;;22-oct-93;09-Aug-93;09-Aug-94
C 7 DE ABRIL (SOC CULT Y DEPORT DE JYP DE CORREOS Y TELECOMUN);Bø INSTIT. CASA 40;;CATAMARCA;CAPITAL;3;4700;99;0;;14-mar-89;118;31-may-93;;10-may-91;  -   -;31-may-93
C JYP REVIVIR;MANUEL NAVARRO;2439;B~ ALCIRA SUD;CAPITAL;3;4700;99;0;;16-Jan-93;0;05-Aug-96;;25-feb-93;06-Aug-94;05-Aug-96
C JUB NUEVO AMANECER;ESMERALDA;750;CATAMARCA;CAPITAL;3;4700;99;0;;22-Jan-93;0;29-nov-94;;26-feb-93;29-nov-93;29-nov-94
C JYP NAC SAN JORGE;MARCELINO AUGIER S/N;;SAN FERNANDO;S F DE VALLE;3;4700;99;0;;05-feb-93;0;05-feb-95;;23-jun-93;05-feb-93;05-feb-95
C JUB PORVENIR;GRAL ROCA;976;BøVILLA CUBAS;CAPITAL;3;4700;99;1;SEMANALES (VIERNES);21-Jan-93;80;19-sep-99;;15-mar-93;20-sep-97;19-sep-99
FED DE CTROS Y ASOC DE JYP NAC  MADRE DEL VALLE - CATAMARCA;SAN MARTIN;680;S.F.D.V. DE CATAMARCA;CAPITAL;3;4700;99;0;2400058;15-Apr-98;9;23-oct-00;;12-jun-00;11-sep-00;11-sep-02
C JYP NAC SAN FRANCISCO;;;TAPSO;EL ALTO;3;4234;99;0;;02-sep-94;47;01-sep-96;;03-Apr-95;02-sep-94;01-sep-96
C JYP NAC SOLIDARIDAD;;;BA¥ADO DE OVA;SANTA ROSA;3;4723;99;0;;27-Jan-93;79;27-Jan-94;;11-mar-93;27-Jan-93;27-Jan-94
C JYP EL RINCON DE LOS ABUELOS;CABO 1ø HUANCA;733;EMBALSE;CALAMUCHITA;4;5856;99;0;;01-jul-94;89;30-jun-96;;30-mar-95;01-jul-94;30-jun-96
C J 23 DE ENERO -VILLA AMANCAY-;;;VILLA AMANCAY;CALAMUCHITA;4;5199;99;0;;23-Jan-91;38;31-Jan-92;;08-Apr-91;  -   -;31-Jan-92
C JYP VIDA Y ESPERANZA;MANZANA 11 LOTE 13;;ARGšELLO;CAPITAL;4;5147;99;1;;07-nov-92;197;10-Aug-98;;05-Jan-93;17-Apr-01;17-Apr-03
C JYP TODO POR LA VIDA;PELLEGRINI;7979;ARGšELLO NORT;CORDOBA;4;5147;99;0;;20-sep-94;54;19-mar-95;;29-mar-95;20-sep-94;19-mar-95
FED JYP CORDOBA FE-JU-PE-COR;TUCUMAN;342;CORDOBA;CAPITAL;4;5000;99;0;;05-feb-61;29;31-may-88;;05-jul-84;  -   -;31-may-88
C JYP OBRAS SANIT DE LA NACION REG CORDOBA;FRAGUEIRO;245;CORDOBA;CAPITAL;4;5000;99;0;;13-Jan-84;240;31-Dec-89;;05-jul-84;  -   -;31-Dec-89
FED JYP DE ENCOTEL Y SEC DE COMUN.REP. ARG. (FEJUPERA);CASILLA CORREO;1416;CORDOBA;CAPITAL;4;5000;99;0;;30-mar-85;14;31-jul-93;;17-may-90;  -   -;31-jul-93
C JYP DE BARRIO LOS BOULEVARES;BVRD LOS ALEMANES;15;CORDOBA;CAPITAL;4;5000;99;0;;15-sep-90;163;30-sep-92;;15-Dec-90;  -   -;30-sep-92
C JYP EN EL CENTRO CULTURAL SUR;POSSE JUSTINIANO;873;CORDOBA;CAPITAL;4;5000;99;0;;25-oct-90;343;27-oct-95;;10-Dec-90;28-oct-93;27-oct-95
C JUB FUNDACION SAN MARTIN DE PORRES;SAUCE GRANDE;678;CORDOBA;CAPITAL;4;5000;99;0;;24-oct-90;176;31-oct-92;;06-mar-91;  -   -;31-oct-92
COMPEJO MIRADOR STABIO -3§ ETAPA- C JYP;EUGENIO CORVALAN;3077;CORDOBA;CAPITAL;4;5014;99;0;;15-may-92;100;28-Dec-97;;21-jul-93;29-Dec-95;28-Dec-97
C JYP DON BOSCO;CADR. JUAN COGLIERO;118;CORDOBA;CAPITAL;4;5000;99;5;;06-jul-93;184;02-may-98;;22-oct-93;02-may-95;02-may-98
C JYP 28 DE NOVIEMBRE;DOMINGO DE IRALA;1289;CORDOBA;CAPITAL;4;5016;99;5;300334;28-nov-93;362;02-Jan-00;;11-Jan-94;01-Jan-04;30-Dec-06
C JYP PAMI 3øEDAD BIBLIOTECA SANTA MONICA;OLAVARRIA;905;Bø STA ISABEL;CAPITAL;4;5000;99;0;;04-Apr-96;106;04-Apr-98;;30-sep-96;04-Apr-96;04-Apr-98
CTRO JYP 3ø EDAD Y BIBLIOTECA FE AMOR Y ESPERANZA;MANUEL NAMUNCURA;5672;CORDOBA;;4;5003;99;1;300420;30-Apr-97;247;29-Apr-99;;12-nov-97;25-nov-99;24-nov-01
C DE JUB Y BIBLIOTECA POPULAR JUSTICIA SOCIAL;JULIO A. ROCA;994;CORDOBA;CAPITAL;4;5000;99;0;;13-Aug-96;32;12-Aug-98;;09-mar-98;13-Aug-96;12-Aug-98
C JYP MADRE TERESA, TERCERA EDAD Y BIBLIOTECA;S.RACHAGA;551;ALTA CORDOBA;CAPITAL;4;5001;99;0;;15-Jan-98;89;14-Jan-99;;06-Apr-98;15-Jan-98;14-Jan-99
C JYP POR UN MUNDO MEJOR;SANTA ANA C12 MZA 46;4700;CORDOBA;CAPITAL;4;5003;99;0;;16-feb-98;100;15-feb-99;;11-may-98;16-feb-98;15-feb-99
CENTRO DE JUBILADOS MAESTRO VIDAL;CASEROS;3100;CORDOBA;CAPITAL;4;5000;99;5;;11-sep-98;0;  -   -;;26-Jan-00;17-nov-99;16-nov-01
CTRO. DE JYP DE LAS ISLAS MALVINAS Y ATLANTICO SUR;2 ESQ.3;;CAPITAL;;4;5000;99;0;;07-Dec-98;0;  -   -;;18-Jan-99;07-Dec-98;07-Dec-00
C DE JUB DON JOSE DE SAN MARTIN;ARMAS ARGENTINAS;4517;FERREYRA;CORDOBA;4;5123;99;0;;25-may-93;92;10-nov-98;;28-mar-95;10-nov-96;10-nov-98
"C DE J, P, 3° EDAD Y BIBLIOTECA ""BARRIO LOS SAUCES""";AV. LOS CHAÑARES;165;CORDOBA;CAPITAL;4;5123;99;5;;01-mar-98;54;01-mar-99;BARRIO LOS SAUCES;11-jun-98;01-mar-98;01-mar-02
C JYP DEL Bø LAS VIOLETAS;JUAN DE BARRIENTOS;58;BøLAS VIOLETA;CORDOBA;4;5003;99;1;MENSUALES;04-may-96;80;13-Aug-99;;31-jul-96;19-Dec-00;19-Dec-02
C JYP NAC Y PROV Y DE LA 3ø EDAD EL SUEÑO DE LOS ABUELOS;FLORENTINO AMEGHINO;4734;P.LICEO III;CAPITAL;4;5019;99;5;300456;14-may-99;250;10-Aug-01;;15-sep-99;10-Aug-01;10-Aug-03
C VECINAL Y CULTURAL BARRIO PATRICIOS;C.VIDAL ESQ LUIS VER;;BARRIO PATRIC;CORDOBA;4;5012;99;0;;23-may-54;400;03-mar-92;;04-jun-91;  -   -;03-mar-92
C AMIGOS JYP ZONA SUD;MONTANA;225;CORDOBA;CAPITAL;4;5000;99;0;;18-Aug-90;115;31-Aug-92;;10-sep-90;  -   -;31-Aug-92
C JYP BALPARQUE;CORREA,OLEGARIO S/Nø;;Bø BALCARCE;;4;5010;99;0;;04-Aug-94;153;03-Aug-97;;24-feb-95;04-Aug-94;03-Aug-97
C JPR Y ADHERENTES DE JUAREZ CELMAN;AVDA ACONCAGUA S/N;0;JUAREZ CELMAN;COLON;4;5145;99;0;;05-sep-90;230;05-jul-99;;22-oct-90;05-jul-98;05-jul-99
CENTRO DE J,P Y 3° EDAD JUVENTUD DEL 40;OMBÚ (MANZ. 6 LOTE 3);;JUAREZ CELMAN;COLON;4;5145;99;1;9900586;04-Aug-00;0;  -   -;;03-nov-00;04-Aug-00;04-Aug-04
C MUT JYP JOSE LOPEZ - MENDIOLAZA -;SAN JOSE CARASAN S/N;;MENDIOLAZA;COLON;4;5107;99;0;;20-mar-93;110;09-may-99;;19-oct-93;09-may-98;09-may-99
C JYP VOLVER A VIVIR;REMEDIOS DE ESCALADA;109;RÍO CEBALLOS;COLON;4;5111;99;1;PRIMER MIERCOLES DEL MES;01-Dec-95;824;30-nov-99;;22-feb-96;12-nov-98;30-nov-99
C DE JYP DE LA FABRICA MILITAR VILLA MARIA;BVRD.SARMIENTO ;1173;VILLA MARIA;SAN MARTIN;4;5900;99;5;0300204 MENSUAL;26-Apr-84;241;23-Jan-06;;02-jul-90;01-jul-03;30-jun-05
CLUB DE ABUELOS JOSE MANUEL DE ESTRADA DE VILLA MARIA;SALTA;1555;VILLA MARIA;SAN MARTIN;4;5900;99;2;310123;  -   -;437;31-Dec-99;;11-nov-98;01-Jan-98;31-Dec-99
C INTEGRAL JYP DE QUILINO;MARIANO MORENO;480;QUILINO;ISCHILIN;4;5214;99;0;;18-oct-90;62;01-Jan-95;;22-nov-90;  -   -;01-Jan-95
AGRUP DE JYP DE CAPILLA DEL MONTE;PUEYRREDON;458;CAPILLA DEL M;PUNILLA;4;5184;99;0;;10-nov-74;337;30-jul-90;;05-jul-84;  -   -;30-jul-90
C JYP DEL MONTE;RIVADAVIA;583;CAP DEL MONTE;PUNILLA;4;5184;99;0;;17-jun-72;1100;30-nov-91;;31-oct-84;  -   -;30-nov-91
C JYP DE CHARBONIER;ZONA RURAL;;CHARBONIER;PUNILLA;4;5282;99;9;;10-jul-98;44;09-jul-99;;08-feb-99;10-jul-98;09-jul-99
C MUT JYP VALLE HERMOSO Y CASA GRANDE;ALSINA;148;VALLE HERMOSO;PUNILLA;4;5168;99;5;MENSUAL;05-Apr-87;360;07-feb-99;;27-sep-87;28-feb-00;27-feb-02
C JYP DE ALPA CORRAL;AV.COSTANERA Y OMBU;;ALPA CORRAL;RIO CUARTO;4;5807;99;9;3600054;26-Aug-99;57;31-Dec-99;;10-nov-99;10-nov-99;25-Aug-01
C JYP SANTA ISABEL;OLEGARIO V. ANDRADE;1144;RIO CUARTO;RIO CUARTO;4;5800;99;5;3600053;04-mar-99;110;31-Dec-99;;19-Aug-99;20-Dec-00;20-Dec-03
CENTRO DE JUB. Y PENS. SEBASTIAN VELACCO;EL SALVADOR;689;RIO CUARTO;RIO CUARTO;4;5800;99;0;3600058;06-may-00;100;06-may-00;;29-Aug-00;06-may-00;06-may-02
C DOCENTES JYP FILIAL RIO CUARTO;SANTIAGO DEL ESTERO 448;448;RIO CUARTO;RIO CUARTO;4;5800;99;0;;27-jul-62;188;31-Dec-89;;17-mar-86;  -   -;31-Dec-89
CORP 3¦ EDAD SUB-COM DE LA FED DE CIRCULOS CATOLICOS DE OBREROS;MITRE;330;RIO CUARTO;RIO CUARTO;4;5800;99;0;;27-Aug-90;196;31-mar-97;;05-nov-90;01-Apr-96;31-mar-97
C JYP AREA MATERIAL RIO IV;25 DE MAYO;282;RIO IV;RIO IV;4;5800;99;0;;14-jun-87;204;17-may-92;;27-sep-91;  -   -;17-may-92
C  JYP PRO-VIDA;GRAL PAZ;547;RIO CUARTO;RIO CUARTO;4;5800;99;5;;15-sep-98;192;14-sep-99;;27-Apr-99;15-sep-98;14-sep-99
C JYP CAPILLA DE REMEDIOS;MALV.ARGENTINAS S/Nø;;CAP.DE REMEDI;RIO PRIMERO;4;5101;99;5;;16-Jan-99;37;31-Dec-99;;16-mar-99;16-Jan-99;31-Dec-99
C JYP DE LA DIR GRAL FABRIC MILITARES;DANTE ALIGHIERI;2851;SAN FRANCISCO;SAN JUSTO;4;2400;99;8;2 Y 4 MARTES DE CADA MES;16-Dec-83;308;19-Apr-99;;28-feb-86;20-Apr-98;19-Apr-00
SUB-COM DE JYP DEL C DE EMP DE COM DE SAN FRANCISCO;PASAJE CHAMPAGNAT;68;SAN FRANCISCO;SAN JUSTO;4;2400;99;0;;15-Aug-69;282;31-Aug-91;;13-nov-90;  -   -;31-Aug-91
C JYP GENERAL BELGRANO;LOPEZ Y PLANES;2127;SAN FRANCISCO;SAN JUSTO;4;5012;99;1;;24-jul-95;67;31-Dec-99;;29-Apr-96;31-mar-99;31-Dec-99
ASOC DE MAESTROS DE CORRIENTES;25 DE MAYO;1406;CORRIENTES;CAPITAL;5;3400;99;2;200001;11-sep-08;88;19-Jan-04;;20-jul-84;30-Apr-03;29-Apr-05
C JYP AUTONOMOS DE PCIA DE CORRIENTES;JUNIN;1977;CORRIENTES;CAPITAL;5;3400;99;0;;30-sep-86;106;30-sep-88;;20-may-87;  -   -;30-sep-88
ASOC JYP NAC DE LA PCIA DE CORRIENTES;MISIONES;925;CORRIENTES;CAPITAL;5;3400;99;8;200024;01-mar-86;180;26-oct-98;;13-Dec-89;27-oct-95;26-oct-98
C JYP MARITIMOS LEY 6395/46;CAA GUAZU;326;CORRIENTES;CAPITAL;5;3400;99;7;200068;24-Apr-66;65;20-mar-98;;27-Aug-92;21-mar-96;20-mar-98
C JYP FERR Y DEM LEYES PREVIS MUT C DE CORRIENTES;BELGRANO;135;CORRIENTES;CAPITAL;5;3400;99;1;0200029/8810003;16-oct-92;77;21-Apr-99;;26-nov-92;23-feb-99;23-feb-00
C JYP NAC DEL BARRIO GÜEMES;TACUARÖ;1683;CORRIENTES;CAPITAL;5;3400;99;1;8800020;25-feb-93;509;20-may-97;;23-jul-93;21-may-95;20-may-97
C JYP NAC SAN JOSE OBRERO;AV CENTENARIO;4680;CORRIENTES;CAPITAL;5;3400;99;5;200070;04-may-93;183;09-jun-99;;27-oct-93;13-Aug-00;13-Aug-02
CENTRO DE JYP NACIONALES SAN JUAN BAUTISTA;SAN JUAN;2208;CORRIENTES;CAPITAL;5;3400;99;1;200047;26-jun-93;410;20-sep-03;;01-nov-93;20-sep-03;19-sep-05
C JYP NAC DEL Bo. STA ROSA;FRAGATA HERCULES;1766;CORRIENTES;CORRIENTES;5;3400;99;8;210037;31-may-93;30;15-sep-01;;01-mar-94;15-sep-01;15-sep-03
C JYP NAC PAMI DEL BARRIO SAN BENITO;LAS HERAS;547;CORRIENTES;CAPITAL;5;3400;99;1;200079;05-may-93;83;04-may-95;;01-mar-94;22-nov-98;21-nov-00
C JYP NAC Y PCIALES INTERBARRIO SUR OESTE CENTRAL;ELIAS ABAD;1864;CORRIENTES;CAPITAL;5;3400;99;8;200073;11-jun-96;337;09-sep-04;;20-Jan-97;06-sep-04;05-sep-06
FEDERACION CORRENTINA DE JP Y R DE LA NACION;BOLÍVAR;3292;CORRIENTES;CAPITAL;5;3400;99;1;200077;20-jun-97;3;06-nov-04;;22-sep-98;06-nov-04;05-nov-06
PLENARIO DE JUBILADOS NACIONALES DE CORRIENTES;25 DE MAYO;1696;CORRIENTES;CAPITAL;5;3400;99;0;;14-feb-00;0;  -   -;;23-feb-00;14-feb-00;14-feb-02
CENTRO DE JUB. Y PENS. DE LA MARINA MERCANTE ARGENTINA;VERA;1566;CORRIENTES;CAPITAL;5;3400;99;0;200080;17-Apr-98;60;10-oct-03;;19-jul-00;29-Apr-03;28-Apr-06
CTRO. DE JYP. NAC. LUZ DE ESPERANZA;PERU;971;CORRIENTES;CAPITAL;5;3400;99;7;200087;23-jul-04;175;23-jul-04;;19-jul-05;23-jul-04;23-jul-06
C JYP NAC BARRIO ITATI;TUCUMµN;2021;GOYA;GOYA;5;3450;99;1;8800019;06-mar-93;217;17-mar-98;;06-sep-93;18-mar-97;17-mar-98
C JYP DEL PARAJE TRES BOCAS;SECCION 4;;PARAJE 3 BOCA;GOYA;5;3454;99;0;8800018;25-oct-93;25;12-Aug-97;;11-feb-94;13-Aug-96;12-Aug-97
C JYP NAC DE CRUZ DE LOS MILAGROS;;;C DE LOS MILA;;5;3441;99;0;;22-nov-93;26;22-nov-95;;11-feb-94;22-nov-93;22-nov-95
C JYP NAC DE MOCORETA;YAPEYU S/Nø;;MOCORETA;MONTE CASERO;5;3226;99;5;200039;01-jun-93;86;31-Dec-99;;29-oct-93;28-feb-99;27-feb-00
C JYP NAC ÑANDE ROGA;RIVADAVIA;570;S.L.DEL PALMA;S.L.DEL PALM;5;3403;99;1;0200075/8810005;15-sep-93;63;17-Dec-99;;20-Jan-94;28-Dec-98;17-Dec-99
CENTRO DE JYP NAC DE SAUCE-CORRIENTES FRANCISCO MANRIQUE;GENERAL PAZ;627;SAUCE;SAUCE;5;3463;99;9;200085;11-mar-93;240;05-jul-04;;24-sep-02;24-Apr-04;23-Apr-07
C JYP NAC DE ENRIQU URIEN;PLANTA URBANA;;ENRIQUE URIEN;MAYOR LUIS J;6;3543;99;0;;14-mar-96;49;13-mar-97;;30-sep-96;14-mar-96;13-mar-97
C JYP NAC LA ESPERANZA;9 DE JULIO;2030;RESISTENCIA;CAPITAL;6;3500;99;0;;08-oct-93;55;01-sep-94;;08-oct-93;01-sep-93;01-sep-94
C JYP NAC SAN CAYETANO;MZA 39 MB 13 DTO 267;;RESISTENCIA;CAPITAL;6;3500;99;0;;15-may-94;65;15-may-96;;07-Apr-95;15-may-94;15-may-96
C JYP NAC GOLF CLUB 20 DE SETIEMBRE;MANZANA 17 PC 30;;RESISTENCIA;SAN FERNANDO;6;3500;99;1;;20-sep-94;50;31-Dec-99;;21-may-96;27-mar-98;26-mar-00
CENTRO DE EX-SOLDADOS COMBATIENTES EN MALVINAS (C.E.S.C.E.M.);DONOVAN;970;RESISTENCIA;SAN FERNANDO;6;3500;99;5;1309007;27-jun-87;201;31-Jan-08;;31-Jan-08;14-nov-07;14-nov-09
C JYP NAC LA ILUSION DE COLONIA ELISA;9 DE JULIO;405;COLONIA ELISA;SGTO CABRAL;6;3515;99;5;;02-Jan-95;140;31-Dec-98;;22-nov-95;19-Apr-98;31-Dec-98
C JYP CAMARONES Y ZONAS DE INFLUENCIA;SAN MARTIN;570;CAMARONES;FLORENTINO A;7;9111;99;5;1700027;25-jul-94;32;25-jul-02;;26-oct-95;26-mar-01;26-mar-03
C JYP LOS LAGOS;ZONA RURAL;;SARMIENTO;SARMIENTO;7;9020;99;0;;28-nov-94;60;27-nov-96;;25-oct-95;28-nov-94;27-nov-96
CLUB DE LA 3¦ EDAD DE BASAVILBASO;BELGRANO;1063;BASAVILBASO;URUGUAY;8;3170;99;0;;18-Dec-83;466;31-Dec-91;;23-may-88;  -   -;31-Dec-91
C JYP NAC Y PROV DE ESTACION GRAL RACEDO;CALLE PUBLICA S/N;;GENERAL RACED;DIAMANTE;8;3114;99;0;1400089;05-Apr-95;60;04-Apr-99;;17-Aug-95;10-Aug-01;10-Aug-03
CLUB SOCIAL Y CULTURAL ABUELOS Y TIOS;3 DE FEBRERO;180;C DEL URUGUAY;GUALEGUAYCHU;8;3260;99;0;;12-mar-86;54;31-mar-88;;28-Jan-87;  -   -;31-mar-88
AGRUP DE JYP NAC BARRIO TIRO FEDERAL;CHURRUARIN;849;PARANA;PARANA;8;3100;99;2;1400059;06-jul-91;724;31-Dec-02;;30-Aug-91;09-Dec-03;14-Dec-05
C JYP NAC ANACLETO MEDINA NORTE Y SUR XII Y XVI;LAS CHANAS;1345;PARANA;PARANA;8;3100;99;1;1400111;26-Aug-97;75;25-Aug-99;;12-nov-97;26-Aug-97;25-Aug-99
CTRO. DE LA EXPERIENCIA DE JUBILADOS Y TERCERA EDAD;PERU;235;PARANA;PARANA;8;3100;99;5;1400123;15-oct-03;60;16-nov-06;;08-Apr-05;15-oct-05;15-oct-07
C JYP ENTRE RIOS FILIAL VIALE;25 DE MAYO Y ENTRE;;VIALE;PARANA;8;3109;99;0;CADA 15 DIAS;  -   -;0;21-may-98;;22-Apr-91;22-may-96;21-may-98
C JYP NAC Y PROV DE VILLA ANGELA;ZONA RURAL;;VILLA ANGELA;VICTORIA;8;3151;99;2;;06-jul-94;29;21-Aug-99;;22-feb-96;30-jun-04;30-jun-06
C JYP NAC Y PROV DE RINCON DE NOGOYA;ZONA RURAL;;R DE NOGOYA;VICTORIA;8;3155;99;4;1400080;01-jul-93;51;30-jun-97;;27-Dec-93;07-oct-99;06-oct-01
C JYP NAC Y PROV RINCON DEL DOLL;PéBLICA;;RINCON DE DOL;VICTORIA;8;3101;99;8;1400079;27-Apr-93;62;27-Apr-99;;23-Aug-93;04-oct-99;03-oct-01
C JYP DE FORMOSA;ESPANA;1243;FORMOSA;FORMOSA;9;3600;99;0;;23-mar-83;1205;31-oct-90;;30-Apr-84;  -   -;31-oct-90
C JYP NACIONALES CENTENARIO FORMOSA;MANZ 24 PAR 29 PERON9 BA;;FORMOSA;FORMOSA;9;3600;99;0;;11-Aug-86;189;18-Dec-93;;28-Jan-87;18-Dec-92;18-Dec-93
C JYP NAC 25 DE MAYO;ENTRE RIOS;2155;FORMOSA;FORMOSA;9;3600;99;0;;13-may-87;45;31-may-89;;02-jul-87;  -   -;31-may-89
C JYP NAC GENERAL SAN MARTIN;BELGRANO;475;FORMOSA;FORMOSA;9;3600;99;0;;01-Aug-93;198;25-oct-96;;01-mar-93;25-oct-94;25-oct-96
C JYP NTRA SRA DE LUJAN;MANZANA 15 PARCELA 3;;BARRIO LUJAN;FORMOSA;9;3600;99;0;;05-feb-93;47;05-feb-94;;19-may-93;05-feb-93;05-feb-94
C JYP NAC UNION Y PROGRESO NTRA SRA DE LOURDES;SANTOS MARIGUETTI;1164;FORMOSA;;9;3600;99;0;;02-Apr-93;0;02-Apr-94;;03-jun-93;02-Apr-93;02-Apr-94
C JYP 2 DE ABRIL;MANZANAB CASA11 SEC9;;FORMOSA;FORMOSA;9;3600;99;0;;09-mar-93;97;18-Aug-95;;03-jun-93;18-Aug-94;18-Aug-95
C JYP SAN JOSE DEL BARRIO OBRERO PIRANE;BARRIO OBRERO;;PIRANE;PIRANE;9;3606;99;0;;11-Apr-93;53;11-Apr-94;;09-jun-93;11-Apr-93;11-Apr-94
C JYP MARIA CRISTINA;;;EL CHORRO;RAMON LISTA;9;3636;99;0;;12-jun-94;54;12-jun-95;;04-may-95;12-jun-94;12-jun-95
C JYP BANCARIOS DE JUJUY;INDEPENDENCIA;764;SAN SALVADOR;CAPITAL;10;4600;99;0;;  -   -;80;30-jul-90;;08-Apr-87;  -   -;30-jul-90
ASOC JYP DE HUMAHUACA;PATAGONIA S/N;0;HUMAHUACA;HUMAHUACA;10;4630;99;0;;04-mar-83;146;31-may-90;;19-may-86;  -   -;31-may-90
